YearCode,CatchLocation,StationCode,SampleDate,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,ForkLength,HeadNumber,CWTCount,IDnumbers
12,,SB018S,1/11/12,8:00,MWTR,CHN,AdClipped,055437,LateFall,134,35365,1,12-35365
12,,SB018S,1/11/12,8:24,MWTR,CHN,AdClipped,055440,LateFall,132,35379,1,12-35379
12,,SB018M,1/17/12,7:45,MWTR,CHN,AdClipped,055447,LateFall,151,35351,1,12-35351
12,,SB018M,1/17/12,8:09,MWTR,CHN,AdClipped,055448,LateFall,151,35396,1,12-35396
12,,SB018N,1/24/12,9:06,MWTR,CHN,AdClipped,055448,LateFall,158,36051,1,12-36051
12,,SB018N,1/24/12,9:30,MWTR,CHN,AdClipped,055446,LateFall,155,35338,1,12-35338
12,,SB018N,1/24/12,9:30,MWTR,CHN,AdClipped,055437,LateFall,154,35380,1,12-35380
12,,SB018N,1/24/12,9:30,MWTR,CHN,AdClipped,055435,LateFall,168,35324,1,12-35324
12,,SB018S,1/24/12,10:42,MWTR,CHN,AdClipped,055442,LateFall,149,35323,1,12-35323
12,,SB018M,1/27/12,8:28,MWTR,CHN,AdClipped,055439,LateFall,174,36065,1,12-36065
12,,SB018N,1/31/12,8:21,MWTR,CHN,AdClipped,055439,LateFall,142,36024,1,12-36024
12,,SB018N,2/3/12,8:38,MWTR,CHN,AdClipped,055444,LateFall,150,36038,1,12-36038
12,,SB018N,2/7/12,10:50,MWTR,CHN,AdClipped,055445,LateFall,137,35902,1,12-35902
12,,SB018M,2/14/12,8:53,MWTR,CHN,AdClipped,055436,LateFall,184,36052,1,12-36052
12,,SB018N,2/17/12,8:52,MWTR,CHN,AdClipped,055445,LateFall,147,36066,1,12-36066
12,,SB018S,3/23/12,8:07,MWTR,CHN,AdClipped,055442,LateFall,129,36039,1,12-36039
12,,SB018S,3/27/12,8:50,MWTR,CHN,AdClipped,055446,LateFall,182,36027,1,12-36027
12,,SB018N,4/23/12,11:38,MWTR,CHN,AdClipped,055435,LateFall,120,35916,1,12-35916
12,,SB018S,5/4/12,11:02,MWTR,CHN,AdClipped,055212,LateFall,86,36921,1,12-36921
12,,SR055M,1/17/12,11:42,KDTR,CHN,AdClipped,055445,LateFall,145,34799,1,12-34799
12,,SR055M,1/23/12,7:58,KDTR,CHN,AdClipped,055446,LateFall,153,36091,1,12-36091
12,,SR055M,1/23/12,7:58,KDTR,CHN,AdClipped,055446,LateFall,150,36090,1,12-36090
12,,SR055M,1/23/12,9:14,KDTR,CHN,AdClipped,055442,LateFall,140,34814,1,12-34814
12,,SR055M,1/23/12,9:41,KDTR,CHN,AdClipped,055448,LateFall,178,34817,1,12-34817
12,,SR055M,1/23/12,10:07,KDTR,CHN,AdClipped,055447,LateFall,131,36083,1,12-36083
12,,SR055M,1/23/12,10:07,KDTR,CHN,AdClipped,055438,LateFall,139,36092,1,12-36092
12,,SR055M,1/23/12,10:33,KDTR,CHN,AdClipped,055448,LateFall,185,36084,1,12-36084
12,,SR055M,1/25/12,8:21,KDTR,CHN,AdClipped,055447,LateFall,125,36082,1,12-36082
12,,SR055M,1/25/12,9:13,KDTR,CHN,AdClipped,055443,LateFall,121,36080,1,12-36080
12,,SR055M,1/25/12,10:27,KDTR,CHN,AdClipped,055439,LateFall,130,36089,1,12-36089
12,,SR055M,1/25/12,10:27,KDTR,CHN,AdClipped,055439,LateFall,132,36088,1,12-36088
12,,SR055M,1/25/12,10:27,KDTR,CHN,AdClipped,055444,LateFall,145,36087,1,12-36087
12,,SR055M,1/25/12,10:27,KDTR,CHN,AdClipped,055445,LateFall,140,36081,1,12-36081
12,,SR055M,1/25/12,10:53,KDTR,CHN,AdClipped,055436,LateFall,107,36079,1,12-36079
12,,SR055M,1/25/12,11:19,KDTR,CHN,AdClipped,055441,LateFall,112,36036,1,12-36036
12,,SR055M,1/25/12,11:19,KDTR,CHN,AdClipped,055444,LateFall,162,36086,1,12-36086
12,,SR055M,1/25/12,11:55,KDTR,CHN,AdClipped,055446,LateFall,130,36034,1,12-36034
12,,SR055M,1/25/12,11:55,KDTR,CHN,AdClipped,055446,LateFall,132,36048,1,12-36048
12,,SR055M,1/25/12,11:55,KDTR,CHN,AdClipped,055439,LateFall,143,36062,1,12-36062
12,,SR055M,1/25/12,12:32,KDTR,CHN,AdClipped,055441,LateFall,158,36064,1,12-36064
12,,SR055M,1/27/12,8:27,KDTR,CHN,AdClipped,055447,LateFall,132,34182,1,12-34182
12,,SR055M,1/27/12,8:52,KDTR,CHN,AdClipped,055446,LateFall,122,36078,1,12-36078
12,,SR055M,1/27/12,9:45,KDTR,CHN,AdClipped,055439,LateFall,137,35953,1,12-35953
12,,SR055M,1/27/12,9:45,KDTR,CHN,AdClipped,055444,LateFall,171,35967,1,12-35967
12,,SR055M,1/27/12,9:45,KDTR,CHN,AdClipped,055444,LateFall,132,35939,1,12-35939
12,,SR055M,1/27/12,12:35,KDTR,CHN,AdClipped,055439,LateFall,136,36032,1,12-36032
12,,SR012W,1/26/12,9:06,SEIN,CHN,AdClipped,055448,LateFall,154,25900,1,12-25900
12,,SR071E,1/26/12,10:11,SEIN,CHN,AdClipped,055444,LateFall,128,33765,1,12-33765
12,,SR057E,1/26/12,11:35,SEIN,CHN,AdClipped,055444,LateFall,150,34075,1,12-34075
12,,LI001E,2/3/12,9:30,SEIN,CHN,AdClipped,055445,LateFall,124,27745,1,12-27745
12,,SR012W,2/9/12,9:35,SEIN,CHN,AdClipped,055439,LateFall,140,25899,1,12-25899
12,,SB018M,3/16/12,9:00,MWTR,CHN,AdClipped,068766,Fall,187,36025,1,12-36025
12,,SB018N,4/13/12,8:35,MWTR,CHN,AdClipped,060388,Fall,106,36043,1,12-36043
12,,SB018S,4/13/12,10:37,MWTR,CHN,AdClipped,060388,Fall,82,36057,1,12-36057
12,,SB018N,4/27/12,7:43,MWTR,CHN,AdClipped,060403,Fall,105,35912,1,12-35912
12,,SB018N,4/27/12,8:34,MWTR,CHN,AdClipped,055507,Fall,83,35868,1,12-35868
12,,SB018N,4/27/12,8:34,MWTR,CHN,AdClipped,060403,Fall,112,35882,1,12-35882
12,,SB018N,4/27/12,8:34,MWTR,CHN,AdClipped,055512,Fall,86,35901,1,12-35901
12,,SB018M,4/27/12,9:00,MWTR,CHN,AdClipped,060403,Fall,111,35835,1,12-35835
12,,SB018M,4/27/12,9:00,MWTR,CHN,AdClipped,060403,Fall,111,35913,1,12-35913
12,,SB018M,4/27/12,9:00,MWTR,CHN,AdClipped,060404,Fall,104,35898,1,12-35898
12,,SB018M,4/27/12,9:00,MWTR,CHN,AdClipped,060403,Fall,106,35854,1,12-35854
12,,SB018M,4/27/12,9:25,MWTR,CHN,AdClipped,060403,Fall,120,35851,1,12-35851
12,,SB018M,4/27/12,9:25,MWTR,CHN,AdClipped,060403,Fall,100,35812,1,12-35812
12,,SB018M,4/27/12,9:25,MWTR,CHN,AdClipped,060404,Fall,109,35852,1,12-35852
12,,SB018M,4/27/12,9:25,MWTR,CHN,AdClipped,055496,Fall,93,35811,1,12-35811
12,,SB018M,4/27/12,9:25,MWTR,CHN,AdClipped,055495,Fall,88,35783,1,12-35783
12,,SB018M,4/27/12,9:25,MWTR,CHN,AdClipped,060403,Fall,106,35825,1,12-35825
12,,SB018M,4/27/12,9:25,MWTR,CHN,AdClipped,055498,Fall,90,35797,1,12-35797
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055495,Fall,91,35777,1,12-35777
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,103,35780,1,12-35780
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,110,35799,1,12-35799
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060404,Fall,106,35805,1,12-35805
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,98,35808,1,12-35808
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,110,35800,1,12-35800
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055495,Fall,86,35776,1,12-35776
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055496,Fall,86,35806,1,12-35806
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,118,35782,1,12-35782
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,84,35803,1,12-35803
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,103,35836,1,12-35836
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,109,35796,1,12-35796
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,109,35810,1,12-35810
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060404,Fall,101,35775,1,12-35775
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060404,Fall,105,35781,1,12-35781
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055495,Fall,87,35773,1,12-35773
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055498,Fall,87,35791,1,12-35791
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060404,Fall,98,35839,1,12-35839
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055495,Fall,80,35807,1,12-35807
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055499,Fall,85,35790,1,12-35790
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,92,35804,1,12-35804
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060403,Fall,110,35794,1,12-35794
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,055498,Fall,79,35774,1,12-35774
12,,SB018M,4/27/12,10:05,MWTR,CHN,AdClipped,060404,Fall,104,35786,1,12-35786
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055505,Fall,85,35756,1,12-35756
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,060404,Fall,96,35866,1,12-35866
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055495,Fall,85,35865,1,12-35865
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055497,Fall,83,35881,1,12-35881
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055498,Fall,89,35894,1,12-35894
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055497,Fall,81,35325,1,12-35325
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,060403,Fall,95,35764,1,12-35764
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055498,Fall,90,35768,1,12-35768
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,060403,Fall,95,35893,1,12-35893
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055505,Fall,100,35382,1,12-35382
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055495,Fall,80,35867,1,12-35867
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,055498,Fall,80,35765,1,12-35765
12,,SB018S,4/27/12,11:14,MWTR,CHN,AdClipped,060404,Fall,103,35754,1,12-35754
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,055495,Fall,85,35820,1,12-35820
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,060403,Fall,92,35862,1,12-35862
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,060403,Fall,98,35863,1,12-35863
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,060404,Fall,94,35876,1,12-35876
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,055495,Fall,86,35891,1,12-35891
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,060404,Fall,94,35892,1,12-35892
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,055512,Fall,82,35821,1,12-35821
12,,SB018S,4/27/12,11:38,MWTR,CHN,AdClipped,055495,Fall,84,35848,1,12-35848
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,055511,Fall,80,36851,1,12-36851
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,055499,Fall,78,36865,1,12-36865
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,055495,Fall,72,36854,1,12-36854
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,055497,Fall,83,36836,1,12-36836
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,055505,Fall,81,36835,1,12-36835
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,060403,Fall,102,36837,1,12-36837
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,060404,Fall,97,36882,1,12-36882
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,060403,Fall,104,36863,1,12-36863
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,060404,Fall,98,36850,1,12-36850
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,060404,Fall,98,36864,1,12-36864
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,060403,Fall,105,36879,1,12-36879
12,,SB018S,4/27/12,12:02,MWTR,CHN,AdClipped,055512,Fall,84,36866,1,12-36866
12,,SB018M,4/30/12,7:28,MWTR,CHN,AdClipped,060405,Fall,122,36969,1,12-36969
12,,SB018M,4/30/12,7:28,MWTR,CHN,AdClipped,055507,Fall,97,37032,1,12-37032
12,,SB018M,4/30/12,7:28,MWTR,CHN,AdClipped,050499,Fall,84,36995,1,12-36995
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,055507,Fall,80,36981,1,12-36981
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,055511,Fall,81,36982,1,12-36982
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,060405,Fall,100,37049,1,12-37049
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,055510,Fall,85,36929,1,12-36929
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,055513,Fall,80,37148,1,12-37148
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,055508,Fall,80,37045,1,12-37045
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,060404,Fall,104,36928,1,12-36928
12,,SB018M,4/30/12,7:51,MWTR,CHN,AdClipped,060406,Fall,104,37047,1,12-37047
12,,SB018M,4/30/12,8:15,MWTR,CHN,AdClipped,055498,Fall,76,36899,1,12-36899
12,,SB018M,4/30/12,8:15,MWTR,CHN,AdClipped,055499,Fall,83,36930,1,12-36930
12,,SB018M,4/30/12,8:15,MWTR,CHN,AdClipped,055496,Fall,83,36926,1,12-36926
12,,SB018M,4/30/12,8:15,MWTR,CHN,AdClipped,060405,Fall,106,36900,1,12-36900
12,,SB018M,4/30/12,8:15,MWTR,CHN,AdClipped,055499,Fall,87,36927,1,12-36927
12,,SB018M,4/30/12,8:15,MWTR,CHN,AdClipped,060403,Fall,100,36904,1,12-36904
12,,SB018M,4/30/12,8:15,MWTR,CHN,AdClipped,055514,Fall,84,36898,1,12-36898
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,055506,Fall,89,36958,1,12-36958
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,055507,Fall,87,36954,1,12-36954
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,060405,Fall,107,37023,1,12-37023
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,055498,Fall,78,37003,1,12-37003
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,055495,Fall,89,36989,1,12-36989
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,055499,Fall,84,37005,1,12-37005
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,055510,Fall,85,36938,1,12-36938
12,,SB018N,4/30/12,8:39,MWTR,CHN,AdClipped,060405,Fall,87,37009,1,12-37009
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,060406,Fall,107,37084,1,12-37084
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,060405,Fall,98,37160,1,12-37160
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,060405,Fall,102,36951,1,12-36951
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,055498,Fall,79,36934,1,12-36934
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,055511,Fall,82,36963,1,12-36963
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,060405,Fall,82,36950,1,12-36950
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,060405,Fall,95,37086,1,12-37086
12,,SB018N,4/30/12,9:05,MWTR,CHN,AdClipped,060405,Fall,106,37080,1,12-37080
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,055498,Fall,80,37037,1,12-37037
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,055499,Fall,85,37036,1,12-37036
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,055514,Fall,81,36914,1,12-36914
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,055499,Fall,85,37035,1,12-37035
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,060405,Fall,94,36949,1,12-36949
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,060405,Fall,111,36947,1,12-36947
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,055504,Fall,87,36948,1,12-36948
12,,SB018N,4/30/12,9:33,MWTR,CHN,AdClipped,060405,Fall,97,36915,1,12-36915
12,,SB018M,5/4/12,8:08,MWTR,CHN,AdClipped,055499,Fall,85,37071,1,12-37071
12,,SB018M,5/4/12,8:08,MWTR,CHN,AdClipped,055495,Fall,87,37069,1,12-37069
12,,SB018M,5/4/12,8:08,MWTR,CHN,AdClipped,055497,Fall,85,37068,1,12-37068
12,,SB018M,5/4/12,8:33,MWTR,CHN,AdClipped,055505,Fall,82,37062,1,12-37062
12,,SB018M,5/4/12,8:33,MWTR,CHN,AdClipped,055508,Fall,82,37064,1,12-37064
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055513,Fall,85,37022,1,12-37022
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,060398,Fall,95,37019,1,12-37019
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055511,Fall,80,36966,1,12-36966
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055504,Fall,82,36964,1,12-36964
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055512,Fall,82,36961,1,12-36961
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055509,Fall,80,36965,1,12-36965
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055511,Fall,86,37048,1,12-37048
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,060415,Fall,93,36980,1,12-36980
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055497,Fall,91,37031,1,12-37031
12,,SB018M,5/4/12,8:57,MWTR,CHN,AdClipped,055508,Fall,84,37081,1,12-37081
12,,SB018N,5/4/12,9:24,MWTR,CHN,AdClipped,055506,Fall,90,37018,1,12-37018
12,,SB018M,5/4/12,9:47,MWTR,CHN,AdClipped,055495,Fall,88,36991,1,12-36991
12,,SB018M,5/4/12,9:47,MWTR,CHN,AdClipped,055509,Fall,79,37059,1,12-37059
12,,SB018M,5/4/12,9:47,MWTR,CHN,AdClipped,055512,Fall,92,37017,1,12-37017
12,,SB018M,5/4/12,10:12,MWTR,CHN,AdClipped,055512,Fall,83,37015,1,12-37015
12,,SB018M,5/4/12,10:37,MWTR,CHN,AdClipped,055507,Fall,80,36977,1,12-36977
12,,SB018M,5/4/12,10:37,MWTR,CHN,AdClipped,055495,Fall,82,37119,1,12-37119
12,,SB018M,5/4/12,10:37,MWTR,CHN,AdClipped,055508,Fall,89,36979,1,12-36979
12,,SB018M,5/4/12,10:37,MWTR,CHN,AdClipped,055513,Fall,85,35340,1,12-35340
12,,SB018M,5/4/12,10:37,MWTR,CHN,AdClipped,060398,Fall,94,35354,1,12-35354
12,,SB018S,5/4/12,11:02,MWTR,CHN,AdClipped,055496,Fall,87,36994,1,12-36994
12,,SB018S,5/4/12,11:02,MWTR,CHN,AdClipped,055499,Fall,83,36919,1,12-36919
12,,SB018S,5/4/12,11:02,MWTR,CHN,AdClipped,055508,Fall,83,37115,1,12-37115
12,,SB018S,5/4/12,11:02,MWTR,CHN,AdClipped,055505,Fall,88,37065,1,12-37065
12,,SB018S,5/4/12,11:26,MWTR,CHN,AdClipped,055513,Fall,83,36893,1,12-36893
12,,SB018S,5/4/12,11:26,MWTR,CHN,AdClipped,060406,Fall,99,37012,1,12-37012
12,,SB018S,5/4/12,11:26,MWTR,CHN,AdClipped,060398,Fall,114,36952,1,12-36952
12,,SB018S,5/4/12,11:51,MWTR,CHN,AdClipped,055499,Fall,81,36953,1,12-36953
12,,SB018S,5/4/12,11:51,MWTR,CHN,AdClipped,055505,Fall,82,36907,1,12-36907
12,,SB018S,5/7/12,9:01,MWTR,CHN,AdClipped,055495,Fall,85,37140,1,12-37140
12,,SB018S,5/7/12,9:01,MWTR,CHN,AdClipped,060398,Fall,87,37142,1,12-37142
12,,SB018S,5/7/12,9:01,MWTR,CHN,AdClipped,060398,Fall,101,37138,1,12-37138
12,,SB018S,5/7/12,9:25,MWTR,CHN,AdClipped,069502,Fall,90,37137,1,12-37137
12,,SB018S,5/7/12,9:49,MWTR,CHN,AdClipped,055511,Fall,88,37135,1,12-37135
12,,SB018S,5/7/12,10:13,MWTR,CHN,AdClipped,069502,Fall,89,37134,1,12-37134
12,,SB018M,5/7/12,11:24,MWTR,CHN,AdClipped,069502,Fall,95,36908,1,12-36908
12,,SB018M,5/7/12,11:24,MWTR,CHN,AdClipped,069502,Fall,87,37077,1,12-37077
12,,SB018S,5/11/12,9:37,MWTR,CHN,AdClipped,055505,Fall,88,36869,1,12-36869
12,,SB018S,5/11/12,10:00,MWTR,CHN,AdClipped,055516,Fall,87,36925,1,12-36925
12,,SB018S,5/11/12,10:00,MWTR,CHN,AdClipped,069502,Fall,90,36868,1,12-36868
12,,SB018S,5/11/12,10:00,MWTR,CHN,AdClipped,055507,Fall,85,37014,1,12-37014
12,,SB018S,5/11/12,10:24,MWTR,CHN,AdClipped,055515,Fall,81,36937,1,12-36937
12,,SB018S,5/11/12,10:24,MWTR,CHN,AdClipped,069502,Fall,86,36843,1,12-36843
12,,SB018S,5/11/12,10:24,MWTR,CHN,AdClipped,060399,Fall,120,36839,1,12-36839
12,,SB018S,5/11/12,10:24,MWTR,CHN,AdClipped,069502,Fall,87,36871,1,12-36871
12,,SB018S,5/11/12,10:48,MWTR,CHN,AdClipped,068707,Fall,98,36909,1,12-36909
12,,SB018S,5/11/12,10:48,MWTR,CHN,AdClipped,068707,Fall,107,37066,1,12-37066
12,,SB018S,5/11/12,10:48,MWTR,CHN,AdClipped,055517,Fall,85,36906,1,12-36906
12,,SB018S,5/11/12,10:48,MWTR,CHN,AdClipped,069502,Fall,84,36936,1,12-36936
12,,SB018S,5/11/12,10:48,MWTR,CHN,AdClipped,069502,Fall,92,37079,1,12-37079
12,,SB018S,5/11/12,10:48,MWTR,CHN,AdClipped,055518,Fall,87,36872,1,12-36872
12,,SB018S,5/11/12,10:48,MWTR,CHN,AdClipped,055522,Fall,84,36858,1,12-36858
12,,SB018M,5/11/12,11:14,MWTR,CHN,AdClipped,060399,Fall,110,36873,1,12-36873
12,,SB018M,5/11/12,11:14,MWTR,CHN,AdClipped,055504,Fall,88,36852,1,12-36852
12,,SB018M,5/11/12,11:14,MWTR,CHN,AdClipped,068707,Fall,104,36867,1,12-36867
12,,SB018M,5/11/12,11:14,MWTR,CHN,AdClipped,069502,Fall,98,36841,1,12-36841
12,,SB018M,5/11/12,11:14,MWTR,CHN,AdClipped,060423,Fall,100,36881,1,12-36881
12,,SB018M,5/11/12,11:14,MWTR,CHN,AdClipped,069502,Fall,91,36853,1,12-36853
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060423,Fall,97,29568,1,12-29568
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,055517,Fall,80,29372,1,12-29372
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,93,29564,1,12-29564
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,111,29358,1,12-29358
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060423,Fall,88,29566,1,12-29566
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,101,29416,1,12-29416
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,107,36933,1,12-36933
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060423,Fall,97,29567,1,12-29567
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,068707,Fall,102,29430,1,12-29430
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060423,Fall,98,36922,1,12-36922
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,95,29441,1,12-29441
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,104,29365,1,12-29365
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060423,Fall,95,29563,1,12-29563
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,104,29429,1,12-29429
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060399,Fall,110,29665,1,12-29665
12,,SB018M,5/11/12,11:37,MWTR,CHN,AdClipped,060423,Fall,100,29415,1,12-29415
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060399,Fall,103,29343,1,12-29343
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060399,Fall,105,29421,1,12-29421
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060423,Fall,93,29420,1,12-29420
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060423,Fall,108,29562,1,12-29562
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060399,Fall,102,29342,1,12-29342
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,055514,Fall,79,29332,1,12-29332
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060399,Fall,95,29440,1,12-29440
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,068707,Fall,106,29422,1,12-29422
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060399,Fall,98,29435,1,12-29435
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060399,Fall,105,29439,1,12-29439
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,060423,Fall,110,29331,1,12-29331
12,,SB018M,5/11/12,12:00,MWTR,CHN,AdClipped,069502,Fall,110,29423,1,12-29423
12,,SB018M,5/14/12,8:00,MWTR,CHN,AdClipped,055523,Fall,80,29418,1,12-29418
12,,SB018M,5/14/12,8:00,MWTR,CHN,AdClipped,060407,Fall,107,29419,1,12-29419
12,,SB018M,5/14/12,8:00,MWTR,CHN,AdClipped,060409,Fall,97,29417,1,12-29417
12,,SB018M,5/14/12,8:00,MWTR,CHN,AdClipped,060424,Fall,83,29432,1,12-29432
12,,SB018M,5/14/12,8:00,MWTR,CHN,AdClipped,060424,Fall,85,29433,1,12-29433
12,,SB018M,5/14/12,8:00,MWTR,CHN,AdClipped,068704,Fall,93,37145,1,12-37145
12,,SB018M,5/14/12,8:00,MWTR,CHN,AdClipped,055524,Fall,80,37131,1,12-37131
