Location,CEast,CNorth,StationCode,Sample Date,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,Fork Length,HeadNumber,CWTCount,Secchi,WaterTemperature
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:34,MWTR,CHN,AdClipped,055593,Fall,88,32277,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:40,MWTR,CHN,AdClipped,055596,Fall,82,32278,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060474,,73,32282,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,8:17,MWTR,CHN,AdClipped,060475,,85,32283,1,1.02,19.2
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:28,MWTR,CHN,AdClipped,055597,Fall,87,32284,1,0.86,16.1
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:34,MWTR,CHN,AdClipped,055597,Fall,88,32285,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,4/15/13,11:30,MWTR,CHN,AdClipped,060463,Spring,88,32286,1,0.9,17.4
Sherwood Harbor,628707,4265965,SR055M,4/17/13,8:10,MWTR,CHN,AdClipped,055597,Fall,80,32287,1,0.83,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,8:10,MWTR,CHN,AdClipped,055596,Fall,80,32288,1,0.83,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,7:45,MWTR,CHN,AdClipped,055597,Fall,90,32289,1,0.83,15.8
Sherwood Harbor,628707,4265965,SR055M,4/19/13,7:44,MWTR,CHN,AdClipped,060463,Spring,93,32290,1,0.72,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:34,MWTR,CHN,AdClipped,055598,Fall,81,32291,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:40,MWTR,CHN,AdClipped,055598,Fall,77,32292,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060474,,72,32296,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060474,,77,32296,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,8:17,MWTR,CHN,AdClipped,060475,,71,32297,1,1.02,19.2
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055597,Fall,81,32298,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/15/13,12:00,MWTR,CHN,AdClipped,060463,Spring,87,32299,1,0.89,17.4
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,060463,Spring,86,32300,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,060463,Spring,80,32301,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/15/13,11:30,MWTR,CHN,AdClipped,060463,Spring,95,32302,1,0.9,17.4
Sherwood Harbor,628707,4265965,SR055M,5/9/13,11:05,MWTR,CHN,AdClipped,060476,,75,32308,1,0.99,
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:27,MWTR,CHN,AdClipped,060474,,81,32309,1,0.89,18.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:40,MWTR,CHN,AdClipped,055598,Fall,79,32310,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055597,Fall,82,32311,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:14,MWTR,CHN,AdClipped,055597,Fall,82,32312,1,0.82,15.8
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:40,MWTR,CHN,AdClipped,055598,Fall,82,32313,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055593,Fall,75,32314,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055593,Fall,75,32315,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/17/13,7:45,MWTR,CHN,AdClipped,060463,Spring,88,32316,1,0.83,15.8
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:28,MWTR,CHN,AdClipped,055597,Fall,86,32317,1,0.86,16.1
Sherwood Harbor,628707,4265965,SR055M,5/9/13,11:05,MWTR,CHN,AdClipped,060476,,73,32322,1,0.99,
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,055604,Fall,84,32323,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060475,,77,32324,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055597,Fall,85,32325,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:07,MWTR,CHN,AdClipped,055599,Fall,77,32326,1,0.89,15.9
Sherwood Harbor,628707,4265965,SR055M,4/15/13,12:00,MWTR,CHN,AdClipped,060463,Spring,79,32327,1,0.89,17.4
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:14,MWTR,CHN,AdClipped,055596,Fall,83,32328,1,0.82,15.8
Sherwood Harbor,628707,4265965,SR055M,4/30/13,10:52,MWTR,CHN,AdClipped,055598,Fall,83,32329,1,1.06,20.2
Sherwood Harbor,628707,4265965,SR055M,4/19/13,7:44,MWTR,CHN,AdClipped,055596,Fall,82,32330,1,0.72,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,7:44,MWTR,CHN,AdClipped,055598,Fall,86,32331,1,0.72,15.9
Sherwood Harbor,628707,4265965,SR055M,5/9/13,11:30,MWTR,CHN,AdClipped,060476,,73,32336,1,0.79,
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:27,MWTR,CHN,AdClipped,060474,,80,32337,1,0.89,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060475,,72,32338,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055597,Fall,76,32339,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:14,MWTR,CHN,AdClipped,055609,Fall,82,32340,1,0.82,15.8
Sherwood Harbor,628707,4265965,SR055M,4/15/13,12:00,MWTR,CHN,AdClipped,060463,Spring,94,32341,1,0.89,17.4
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:14,MWTR,CHN,AdClipped,055598,Fall,82,32342,1,0.82,15.8
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055598,Fall,77,32343,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055593,Fall,79,32344,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,7:44,MWTR,CHN,AdClipped,055609,Fall,75,32345,1,0.72,15.9
Sherwood Harbor,628707,4265965,SR055M,5/21/13,10:34,MWTR,CHN,AdClipped,055607,Fall,83,32350,1,0.5,20.2
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060475,,78,32352,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055593,Fall,74,32353,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:14,MWTR,CHN,AdClipped,055599,Fall,77,32354,1,0.82,15.8
Sherwood Harbor,628707,4265965,SR055M,4/19/13,8:47,MWTR,CHN,AdClipped,055609,Fall,77,32355,1,0.88,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:40,MWTR,CHN,AdClipped,055593,Fall,80,32356,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055598,Fall,82,32357,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:01,MWTR,CHN,AdClipped,055597,Fall,78,32358,1,0.84,16
Sherwood Harbor,628707,4265965,SR055M,4/17/13,7:45,MWTR,CHN,AdClipped,055599,Fall,78,32359,1,0.83,15.8
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:14,MWTR,CHN,AdClipped,060463,Spring,88,32360,1,0.82,15.8
Sherwood Harbor,628707,4265965,SR055M,5/9/13,11:05,MWTR,CHN,AdClipped,060476,,66,32365,1,0.99,
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:27,MWTR,CHN,AdClipped,060474,,82,32366,1,0.89,18.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:28,MWTR,CHN,AdClipped,060463,Spring,90,32367,1,0.86,16.1
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:40,MWTR,CHN,AdClipped,055608,Fall,83,32368,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060475,,77,32369,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:27,MWTR,CHN,AdClipped,055604,Fall,83,32370,1,0.89,18.9
Sherwood Harbor,628707,4265965,SR055M,4/30/13,11:22,MWTR,CHN,AdClipped,055597,Fall,80,32371,1,1,20.3
Sherwood Harbor,628707,4265965,SR055M,5/3/13,9:09,MWTR,CHN,AdClipped,055594,Fall,77,32372,1,0.79,18.3
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:07,MWTR,CHN,AdClipped,055609,Fall,77,32374,1,0.89,15.9
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:01,MWTR,CHN,AdClipped,055598,Fall,76,32377,1,0.85,15.4
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,055595,Fall,77,32378,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060475,,68,32379,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060474,,68,32380,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060474,,82,32381,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,8:44,MWTR,CHN,AdClipped,060475,,83,32382,1,1.03,19
Sherwood Harbor,628707,4265965,SR055M,5/7/13,8:44,MWTR,CHN,AdClipped,060474,,80,32383,1,1.03,19
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060474,,89,32384,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,4/30/13,11:22,MWTR,CHN,AdClipped,055605,Fall,83,32385,1,1,20.3
Sherwood Harbor,628707,4265965,SR055M,5/3/13,9:09,MWTR,CHN,AdClipped,055606,Fall,74,32386,1,0.79,18.3
Sherwood Harbor,628707,4265965,SR055M,4/19/13,7:44,MWTR,CHN,AdClipped,055609,Fall,75,32388,1,0.72,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:07,MWTR,CHN,AdClipped,055598,Fall,79,32391,1,0.89,15.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060475,,77,32392,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060474,,80,32393,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060474,,66,32394,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060475,,74,32395,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:11,MWTR,CHN,AdClipped,060475,,58,32396,1,1.02,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060474,,71,32397,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060474,,80,32398,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,5/3/13,8:17,MWTR,CHN,AdClipped,055610,Fall,80,32399,1,0.78,18.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,11:22,MWTR,CHN,AdClipped,055606,Fall,78,32400,1,1,20.3
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:34,MWTR,CHN,AdClipped,055609,Fall,78,32402,1,0.84,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,7:44,MWTR,CHN,AdClipped,055599,Fall,81,32404,1,0.72,15.9
Sherwood Harbor,628707,4265965,SR055M,4/19/13,10:07,MWTR,CHN,AdClipped,055597,Fall,94,32405,1,0.89,15.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060474,,89,32406,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060474,,74,32407,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060475,,65,32408,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060475,,68,32409,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:11,MWTR,CHN,AdClipped,060475,,77,32410,1,1.02,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,8:44,MWTR,CHN,AdClipped,060475,,65,32411,1,1.03,19
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060475,,78,32412,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,5/3/13,8:43,MWTR,CHN,AdClipped,055594,Fall,75,32413,1,0.79,18.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,11:22,MWTR,CHN,AdClipped,055610,Fall,75,32414,1,1,20.3
Sherwood Harbor,628707,4265965,SR055M,4/19/13,11:28,MWTR,CHN,AdClipped,055599,Fall,84,32416,1,0.86,16.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060463,Spring,81,32420,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060475,,80,32421,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060474,,83,32422,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060474,,77,32423,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:11,MWTR,CHN,AdClipped,NT,,68,32424,1,1.02,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060475,,75,32425,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:53,MWTR,CHN,AdClipped,060475,,77,32426,1,0.87,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:27,MWTR,CHN,AdClipped,060474,,67,32427,1,0.89,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:27,MWTR,CHN,AdClipped,060474,,74,32427,1,0.89,18.9
Sherwood Harbor,628707,4265965,SR055M,4/30/13,11:22,MWTR,CHN,AdClipped,055609,Fall,83,32428,1,1,20.3
Sherwood Harbor,628707,4265965,SR055M,4/19/13,9:14,MWTR,CHN,AdClipped,055597,Fall,80,32431,1,0.82,15.8
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:27,MWTR,CHN,AdClipped,060474,,75,32434,1,0.89,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060474,,70,32435,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,10:03,MWTR,CHN,AdClipped,060474,,88,32436,1,0.97,18.9
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:36,MWTR,CHN,AdClipped,060474,,77,32437,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,5/7/13,9:11,MWTR,CHN,AdClipped,060475,,74,32438,1,1.02,19.1
Wards Landing,591880,4338677,SR138E,2/7/13,8:51,SEIN,CHN,AdClipped,055541,LateFall,88,34035,1,,10.6
Elkhorn,619739,4281157,SR071E,1/31/13,14:51,SEIN,CHN,AdClipped,055546,LateFall,139,34036,1,,9.7
Elkhorn,619739,4281157,SR071E,12/17/12,8:16,SEIN,CHN,AdClipped,055549,LateFall,117,34044,1,,9.3
Miller Park,629087,4269110,SR057E,12/12/12,9:40,SEIN,CHN,AdClipped,055537,LateFall,129,34045,1,,10.8
Tisdale,601969,4320172,SR119E,12/20/12,10:47,SEIN,CHN,AdClipped,055550,LateFall,116,34047,1,,7.1
Elkhorn,619739,4281157,SR071E,3/5/13,12:53,SEIN,CHN,AdClipped,068088,Fall,57,34048,1,,12.9
Wards Landing,591880,4338677,SR138E,2/22/13,8:30,SEIN,CHN,AdClipped,055542,LateFall,121,34049,1,,9.8
Tisdale,601969,4320172,SR119E,1/31/13,12:16,SEIN,CHN,AdClipped,055537,LateFall,117,34052,1,,14.9
Discovery Park,629913,4273331,SR060E,12/19/12,9:35,SEIN,CHN,AdClipped,055538,LateFall,108,34058,1,,8.5
Garcia Bend,627192,4259597,SR049E,12/12/12,10:49,SEIN,CHN,AdClipped,055545,LateFall,105,34059,1,,10.9
Tisdale,601969,4320172,SR119E,12/13/12,10:55,SEIN,CHN,AdClipped,055547,LateFall,92,34061,1,,10.5
Elkhorn,619739,4281157,SR071E,3/5/13,12:53,SEIN,CHN,AdClipped,068083,Fall,64,34063,1,,12.9
Elkhorn,619739,4281157,SR071E,12/26/12,8:08,SEIN,CHN,AdClipped,055550,LateFall,135,34072,1,,8.2
Garcia Bend,627192,4259597,SR049E,12/12/12,10:49,SEIN,CHN,AdClipped,055550,LateFall,100,34073,1,,10.9
Elkhorn,619739,4281157,SR071E,3/5/13,12:53,SEIN,CHN,AdClipped,068089,Fall,61,34077,1,,12.9
Sherwood Harbor,628315,4265249,SR055E,1/9/13,10:10,SEIN,CHN,AdClipped,055543,LateFall,136,34086,1,,8.2
Discovery Park,629913,4273331,SR060E,12/14/12,9:28,SEIN,CHN,AdClipped,055538,LateFall,86,34087,1,,9.8
Miller Park,629087,4269110,SR057E,12/12/12,9:40,SEIN,CHN,AdClipped,055545,LateFall,119,34088,1,,10.8
Wards Landing,591880,4338677,SR138E,2/22/13,8:30,SEIN,CHN,AdClipped,054775,Winter,86,34102,1,,9.8
Elkhorn,619739,4281157,SR071E,1/28/13,10:13,SEIN,CHN,AdClipped,055549,LateFall,117,34108,1,,9.6
Wards Landing,591880,4338677,SR138E,2/22/13,8:30,SEIN,CHN,AdClipped,054775,Winter,77,34116,1,,9.8
Elkhorn,619739,4281157,SR071E,1/30/13,8:24,SEIN,CHN,AdClipped,055546,LateFall,197,34122,1,,9
Elkhorn,619739,4281157,SR071E,3/5/13,12:53,SEIN,CHN,AdClipped,NT,,58,34130,1,,12.9
Elkhorn,619739,4281157,SR071E,3/5/13,12:53,SEIN,CHN,AdClipped,068089,Fall,51,34143,1,,12.9
Elkhorn,619739,4281157,SR071E,3/5/13,12:53,SEIN,CHN,AdClipped,NT,,53,34157,1,,12.9
Sherwood Harbor,628707,4265965,SR055M,4/1/13,7:26,MWTR,CHN,AdClipped,068083,Fall,82,34162,1,0.72,16.4
Sherwood Harbor,628707,4265965,SR055M,4/12/13,8:22,MWTR,CHN,AdClipped,060463,Spring,88,34163,1,0.85,16.3
Sherwood Harbor,628707,4265965,SR055M,4/12/13,10:39,MWTR,CHN,AdClipped,060463,Spring,89,34164,1,0.87,16.4
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:30,MWTR,CHN,AdClipped,060463,Spring,97,34165,1,0.82,16.6
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:56,MWTR,CHN,AdClipped,060463,Spring,78,34166,1,0.75,16.6
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,85,34167,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,055597,Fall,88,34168,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,94,34169,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,95,34170,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,102,34171,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,91,34172,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,89,34173,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,85,34174,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/1/13,8:10,MWTR,CHN,AdClipped,NT,,76,34176,1,0.72,16.4
Sherwood Harbor,628707,4265965,SR055M,4/12/13,8:22,MWTR,CHN,AdClipped,060463,Spring,90,34177,1,0.85,16.3
Sherwood Harbor,628707,4265965,SR055M,4/12/13,10:39,MWTR,CHN,AdClipped,060463,Spring,96,34178,1,0.87,16.4
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:30,MWTR,CHN,AdClipped,060463,Spring,96,34179,1,0.82,16.6
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:56,MWTR,CHN,AdClipped,060463,Spring,93,34180,1,0.75,16.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,055608,Fall,73,34181,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/1/13,9:02,MWTR,CHN,AdClipped,068085,Fall,80,34184,1,0.72,16.3
Sherwood Harbor,628707,4265965,SR055M,4/12/13,9:47,MWTR,CHN,AdClipped,060463,Spring,73,34185,1,0.84,16.3
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:04,MWTR,CHN,AdClipped,060463,Spring,92,34186,1,0.86,16.5
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:30,MWTR,CHN,AdClipped,060463,Spring,89,34187,1,0.82,16.6
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:56,MWTR,CHN,AdClipped,060463,Spring,96,34188,1,0.75,16.6
Sherwood Harbor,628707,4265965,SR055M,4/12/13,8:48,MWTR,CHN,AdClipped,060463,Spring,96,34191,1,0.82,16.3
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:04,MWTR,CHN,AdClipped,060463,Spring,97,34192,1,0.86,16.5
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:30,MWTR,CHN,AdClipped,060463,Spring,95,34193,1,0.82,16.6
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:56,MWTR,CHN,AdClipped,060463,Spring,92,34194,1,0.75,16.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,055596,Fall,87,34195,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/1/13,9:27,MWTR,CHN,AdClipped,068083,Fall,75,34198,1,0.81,16.4
Sherwood Harbor,628707,4265965,SR055M,4/12/13,10:12,MWTR,CHN,AdClipped,060463,Spring,85,34199,1,0.87,16.4
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:04,MWTR,CHN,AdClipped,060463,Spring,89,34200,1,0.86,16.5
Sherwood Harbor,628707,4265965,SR055M,4/12/13,11:56,MWTR,CHN,AdClipped,060463,Spring,86,34201,1,0.75,16.6
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,88,34202,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,060463,Spring,95,34203,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/1/13,10:45,MWTR,CHN,AdClipped,NT,,75,34204,1,0.82,16.5
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,95,34205,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,90,34206,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,97,34207,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,89,34208,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,92,34209,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,89,34210,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,88,34211,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,90,34212,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:47,MWTR,CHN,AdClipped,060463,Spring,94,34213,1,0.85,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:47,MWTR,CHN,AdClipped,060463,Spring,96,34214,1,0.85,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,87,34215,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,84,34216,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,060463,Spring,92,34217,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/12/13,7:34,MWTR,CHN,AdClipped,060463,Spring,82,34218,1,0.82,16.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,92,34219,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:29,MWTR,CHN,AdClipped,060463,Spring,92,34220,1,0.88,17.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,82,34221,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,95,34222,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:47,MWTR,CHN,AdClipped,060463,Spring,86,34223,1,0.85,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,88,34224,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,91,34225,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,100,34226,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,89,34227,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:47,MWTR,CHN,AdClipped,060463,Spring,90,34228,1,0.85,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,86,34229,1,0.87,17.2
